Woonplaats;Woonplaats code;Mutatiedatum WPL;Einddatum WPL;Gemeente;Gemeente code;Ingangsdatum nieuwe gemeente;Gemeente beeindigd per
Ouwster-Nijega;2501;;;Skarsterlân;51
Overasselt;3496;;;Heumen;252
Overberg;3338;;;Utrechtse Heuvelrug;1581
Overdinkel;1715;;;Losser;168
Overlangel;3263;;;Oss;828
Overloon;1220;;;Boxmeer;756
Overschild;1354;;;Slochteren;40
Overslag;1132;;;Terneuzen;715
Overveen;2653;;;Bloemendaal;377
Ovezande;1262;;;Borsele;654
Paasloo;2710;;;Steenwijkerland;1708
Paesens;3409;;;Dongeradeel;58
Pannerden;2979;;;Rijnwaarden;196
Panningen;3443;;;Peel en Maas;1894
Papekop;1911;;;Oudewater;589;;
Papendrecht;1477;;;Papendrecht;590;;
Papenhoven;2818;;;Sittard-Geleen;1883;;
Papenvoort;1176;;;Aa en Hunze;1680;;
Parrega;2319;;;Wûnseradiel;710;;01-01-2011
Parrega;2319;;;Súdwest Fryslân;1900;01-01-2011;
Paterswolde;2910;;;Tynaarlo;1730;;
Peest;1645;;;Noordenveld;1699;;
Peins;1368;;;Franekeradeel;70;;
Peize;1646;;;Noordenveld;1699;;
Peperga;1736;;;Weststellingwerf;98;;
Pernis Rotterdam;3085;;;Rotterdam;599;;
Persingen;2878;;;Ubbergen;282;;
Pesse;1818;;;Hoogeveen;118;;
Pesse;3118;;;Westerveld;1701;;
Petten;2761;;;Zijpe;476;;
Philippine;1133;;;Terneuzen;715;;
Piaam;2320;;;Wûnseradiel;710;;01-01-2011
Piaam;2320;;;Súdwest Fryslân;1900;01-01-2011;
Piershil;2888;;;Korendijk;588;;
Pieterburen;3423;;;De Marne;1663;;
Pietersbierum;1374;;;Franekeradeel;70;;
Pieterzijl;2125;;;Zuidhorn;56;;
Pijnacker;1141;;;Pijnacker-Nootdorp;1926;;
Pingjum;2321;;;Wûnseradiel;710;;01-01-2011
Pingjum;2321;;;Súdwest Fryslân;1900;01-01-2011;
Plasmolen;2804;;;Mook en Middelaar;944;;
Poederoijen;2635;;;Zaltbommel;297;;
Poeldijk;2661;;;Westland;1783;;
Polsbroek;1962;;;Lopik;331;;
Poortugaal;2363;;;Albrandswaard;613;;
Poortvliet;2072;;;Tholen;716;;
Poppenwier;2533;;;Boarnsterhim;55
Posterholt;2593;;;Roerdalen;1669
Prinsenbeek;1705;;;Breda;758
Puiflijk;2906;;;Druten;225
Punthorst;1049;;;Staphorst;180
Purmer;1749;;;Edam-Volendam;385
Purmer;1946;;;Waterland;852
Purmerend;3103;;;Purmerend;439
Purmerland;1330;;;Landsmeer;415
Puth;2102;;;Schinnen;962
Putte;1003;;;Woensdrecht;873
Putten;2007;;;Putten;273
Puttershoek;2384;;;Binnenmaas;585
Raalte;1491;;;Raalte;177
Raamsdonk;1752;;;Geertruidenberg;779
Raamsdonksveer;1750;;;Geertruidenberg;779
Raard;3410;;;Dongeradeel;58;;
Radewijk;1559;;;Hardenberg;160;;
Radio Kootwijk;2252;;;Apeldoorn;200;;
Raerd;2534;;;Boarnsterhim;55;;
Randwijk;1870;;;Overbetuwe;1734;;
Ransdaal;1854;;;Voerendaal;986;;
Rasquert;2470;;;Winsum;53;;
Ravenstein;3254;;;Oss;828;;
Ravenswaaij;3382;;;Buren;214;;
Ravenswoud;1764;;;Ooststellingwerf;85;;
Readtsjerk;3272;;;Dantumadiel;1891;;
Reahûs;2028;;;Littenseradiel;140;;
Reduzum;2535;;;Boarnsterhim;55;;
Reek;1852;;;Landerd;1685;;
Reeuwijk;2476;;;Reeuwijk;595;;01-01-2011
Reeuwijk;2476;;;Bodegraven-Reeuwijk;1901;01-01-2011;
Reijmerstok;1227;;;Gulpen-Wittem;1729
Reitsum;3209;;;Ferwerderadiel;1722
Rekken;1663;;;Berkelland;1859
Renesse;2685;;;Schouwen-Duiveland;1676
Renkum;2991;;;Renkum;274
Renswoude;2141;;;Renswoude;339
Ressen;3137;;;Lingewaard;1705
Retranchement;2970;;;Sluis;1714
Reusel;1877;;;Reusel-De Mierden;1667
Reutum;1293;;;Tubbergen;183
Reuver;1949;;;Beesel;889
Rha;1528;;;Bronckhorst;1876
Rheden;1501;;;Rheden;275
Rhee;2393;;;Assen;106
Rheeze;1560;;;Hardenberg;160
Rheezerveen;1561;;;Hardenberg;160
Rhenen;1399;;;Rhenen;340
Rhenoy;3212;01-06-2010;14-12-2011;Geldermalsen;236
Rhenoy;3528;24-11-2011;;Geldermalsen;236
Rhoon;2362;;;Albrandswaard;613
Ridderkerk;2562;;;Ridderkerk;597
Ried;1370;;;Franekeradeel;70
Riel;2881;;;Goirle;785
Rien;2029;;;Littenseradiel;140
Riethoven;1459;;;Bergeijk;1724
Rietmolen;1657;;;Berkelland;1859
Rijen;2070;;;Gilze en Rijen;784
Rijkevoort;1221;;;Boxmeer;756
Rijkevoort-De Walsert;2087;;;Sint Anthonis;1702
Rijnsaterwoude;3040;;;Kaag en Braassem;1884
Rijnsburg;1708;;;Katwijk;537
Rijpwetering;3041;;;Kaag en Braassem;1884
Rijpwetering;3546;04-01-2012;;Kaag en Braassem;1884
Rijs;1682;;;Gaasterlân-Sleat;653
Rijsbergen;3490;;;Zundert;879
Rijsenhout;1601;;;Haarlemmermeer;394
Rijssen;1566;;;Rijssen-Holten;1742
Rijswijk;2459;;;Rijswijk;603
Rijswijk;3303;;;Woudrichem;874
Rijswijk (GLD);3383;;;Buren;214
Rilland;3465;;;Reimerswaal;703
Rinsumageast;3270;;;Dantumadiel;1891
Ritthem;1077;;;Vlissingen;718
Rockanje;1210;;;Westvoorne;614
Roden;1647;;;Noordenveld;1699
Roderesch;1648;;;Noordenveld;1699
Roderwolde;1649;;;Noordenveld;1699
Roelofarendsveen;3042;;;Kaag en Braassem;1884
Roermond;2281;;;Roermond;957
Rogat;1084;;;Meppel;119
Roggel;2955;;;Leudal;1640
Rohel;2502;;;Skarsterlân;51
Rolde;1177;;;Aa en Hunze;1680
Roodeschool;3479;;;Eemsmond;1651
Roosendaal;1588;;;Roosendaal;1674
Roosteren;2046;;;Echt-Susteren;1711
Rosmalen;1596;;;'s-Hertogenbosch;796
Rossum;1414;;;Dinkelland;1774
Rossum;1630;;;Maasdriel;263
Roswinkel;1997;;;Emmen;114
Rotstergaast;2503;;;Skarsterlân;51
Rotsterhaule;2504;;;Skarsterlân;51
Rotterdam;3086;;;Rotterdam;599
Rotterdam-Albrandswaard;2364;;;Albrandswaard;613
Rottevalle;3287;;;Smallingerland;90
Rottum;2505;;;Skarsterlân;51
Rottum;3480;;;Eemsmond;1651
Rouveen;1047;;;Staphorst;180
Rozenburg;1598;;;Haarlemmermeer;394
Rozenburg;2437;;;Rotterdam;599
Rozendaal;2927;;;Rozendaal;277
Rucphen;2581;;;Rucphen;840
Ruigahuizen;1683;;;Gaasterlân-Sleat;653
Ruinen;3119;;;Westerveld;1701
Ruinen;3169;;;De Wolden;1690
Ruinerwold;3170;;;De Wolden;1690
Rumpt;3215;;;Geldermalsen;236
Rutten;1282;;;Noordoostpolder;171
Ruurlo;1658;;;Berkelland;1859
Ryptsjerk;2445;;;Tytsjerksteradiel;737
's Gravenmoer;2800;;;Dongen;766;;
Saaksum;2126;;;Zuidhorn;56;;
Saasveld;1415;;;Dinkelland;1774;;
Saaxumhuizen;2471;;;Winsum;53;;
Sambeek;1222;;;Boxmeer;756;;
Sandfirden;2418;;;Wymbritseradiel;683;;01-01-2011
Sandfirden;2418;;;Súdwest Fryslân;1900;01-01-2011;
Santpoort-Noord;2837;;;Velsen;453;;
Santpoort-Zuid;2838;;;Velsen;453;;
Sappemeer;1021;;;Hoogezand-Sappemeer;18;;
Sas van Gent;1134;;;Terneuzen;715;;
Sassenheim;2003;;;Teylingen;1525;;
Sauwerd;2472;;;Winsum;53;;
Schagen;2460;;;Schagen;441;;
Schagerbrug;2756;;;Zijpe;476;;
Schaijk;1851;;;Landerd;1685;;
Schalkhaar;2860;;;Deventer;150;;
Schalkwijk;2056;;;Houten;321;;
Schalsum;1369;;;Franekeradeel;70;;
Schardam;1842;;;Zeevang;478;;
Scharendijke;2686;;;Schouwen-Duiveland;1676;;
Scharmer;1355;;;Slochteren;40;;
Scharnegoutum;2419;;;Wymbritseradiel;683;;01-01-2011
Scharnegoutum;2419;;;Súdwest Fryslân;1900;01-01-2011;
Scharsterbrug;2506;;;Skarsterlân;51;;
Scharwoude;1189;;;Koggenland;1598;;
Scheemda;1893;;;Oldambt;1895;;
Scheerwolde;2711;;;Steenwijkerland;1708;;
Schellinkhout;1511;;;Drechterland;498;;
Schelluinen;1437;;;Giessenlanden;689;;
Schermerhorn;1889;;;Schermer;458;;
Scherpenisse;2073;;;Tholen;716;;
Scherpenzeel;1737;;;Weststellingwerf;98;;
Scherpenzeel;2135;;;Scherpenzeel;279;;
Schettens;2322;;;Wûnseradiel;710;;01-01-2011
Schettens;2322;;;Súdwest Fryslân;1900;01-01-2011;
Scheulder;1697;;;Margraten;936;;01-01-2011
Scheulder;1697;;;Eijsden-Margraten;1903;01-01-2011;
Schiedam;1935;;;Schiedam;606;;
Schiermonnikoog;2428;;;Schiermonnikoog;88;;
Schijf;2582;;;Rucphen;840;;
Schijndel;2139;;;Schijndel;844;;
Schildwolde;1356;;;Slochteren;40;;
Schimmert;2360;;;Nuth;951;;
Schin op Geul;1717;;;Valkenburg aan de Geul;994;;
Schinnen;2103;;;Schinnen;962;;
Schinveld;2848;;;Onderbanken;881;;
Schipborg;1178;;;Aa en Hunze;1680;;
Schiphol;1618;;;Haarlemmermeer;394;;
Schiphol-Rijk;1604;;;Haarlemmermeer;394;;
Schipluiden;2805;;;Midden-Delfland;1842;;
Schokland;1277;;;Noordoostpolder;171;;
Schoondijke;2971;;;Sluis;1714;;
Schoonebeek;1998;;;Emmen;114;;
Schoonhoven;2390;;;Schoonhoven;608;;
Schoonloo;1179;;;Aa en Hunze;1680;;
Schoonoord;2161;;;Coevorden;109;;
Schoonrewoerd;2272;;;Leerdam;545;;
Schoorl;3045;;;Bergen (NH);373;;
Schore;1469;;;Kapelle;678;;
Schouwerzijl;3424;;;De Marne;1663;;
Schraard;2323;;;Wûnseradiel;710;;01-01-2011
Schraard;2323;;;Súdwest Fryslân;1900;01-01-2011;
Schuinesloot;1562;;;Hardenberg;160;;
Sebaldeburen;2181;;;Grootegast;15
Sellingen;2295;;;Vlagtwedde;48
Serooskerke;2687;;;Schouwen-Duiveland;1676
Serooskerke;2782;;;Veere;717
Sevenum;1515;;;Horst aan de Maas;1507
Sexbierum;1373;;;Franekeradeel;70
's-Graveland;3000;;;Wijdemeren;1696
's-Gravendeel;2380;;;Binnenmaas;585
's-Gravenhage;1245;;;'s-Gravenhage;518
's-Gravenpolder;1263;;;Borsele;654
's-Gravenzande;2662;;;Westland;1783
's-Heer Abtskerke;1264;;;Borsele;654
's-Heer Arendskerke;1822;;;Goes;664
's-Heer Hendrikskinderen;1823;;;Goes;664
's-Heerenberg;2206;;;Montferland;1955
's-Heerenbroek;2899;;;Kampen;166
's-Heerenhoek;1265;;;Borsele;654
's-Hertogenbosch;1595;;;'s-Hertogenbosch;796
's-Hertogenbosch;3559;reservering;;'s-Hertogenbosch;796
Sibculo;1563;;;Hardenberg;160
Sibculo;3324;;;Twenterand;1700
Sibrandabuorren;2536;;;Boarnsterhim;55
Sibrandahûs;3274;;;Dantumadiel;1891
Siddeburen;1357;;;Slochteren;40
Siebengewald;1123;;;Bergen (L);893
Siegerswoude;3354;;;Opsterland;86
Sijbekarspel;3156;;;Medemblik;420
Silvolde;1578;;;Oude IJsselstreek;1509
Simonshaven;1389;;;Bernisse;568
Simpelveld;3065;;;Simpelveld;965
Sinderen;1579;;;Oude IJsselstreek;1509
Sint Agatha;1454;;;Cuijk;1684
Sint Annen;1834;;;Ten Boer;9;;
Sint Anthonis;2083;;;Sint Anthonis;1702;;
Sint Geertruid;1698;;;Margraten;936;;01-01-2011
Sint Geertruid;1698;;;Eijsden-Margraten;1903;01-01-2011;
Sint Hubert;1977;;;Mill en Sint Hubert;815;;
Sint Jansklooster;2712;;;Steenwijkerland;1708;;
Sint Jansteen;3089;;;Hulst;677;;
Sint Joost;2044;;;Echt-Susteren;1711;;
Sint Kruis;2973;;;Sluis;1714;;
Sint Maarten;3291;;;Harenkarspel;395;;
Sint Maartensbrug;2759;;;Zijpe;476;;
Sint Maartensvlotbrug;2760;;;Zijpe;476;;
Sint Nicolaasga;2507;;;Skarsterlân;51;;
Sint Odiliënberg;2594;;;Roerdalen;1669;;
Sint Pancras;1115;;;Langedijk;416;;
Sint Philipsland;2078;;;Tholen;716;;
Sint-Annaland;2076;;;Tholen;716;;
Sintjohannesga;2508;;;Skarsterlân;51;;
Sint-Maartensdijk;2074;;;Tholen;716;;
Sint-Michielsgestel;2060;;;Sint-Michielsgestel;845;;
Sint-Oedenrode;2787;;;Sint-Oedenrode;846;;
Sirjansland;2688;;;Schouwen-Duiveland;1676;;
Sittard;2819;;10-05-2011;Sittard-Geleen;1883;;
Sittard;3512;01-01-2011;;Sittard-Geleen;1883;;
Skingen;2732;;;Menaldumadeel;83;;01-01-2011
Skingen;2732;;;Menameradiel;1908;01-01-2011;
Slagharen;1564;;;Hardenberg;160;;
Slappeterp;2733;;;Menaldumadeel;83;;01-01-2011
Slappeterp;2733;;;Menameradiel;1908;01-01-2011;
Sleen;2162;;;Coevorden;109;;
Sleeuwijk;2217;;;Werkendam;870;;
Slenaken;1229;;;Gulpen-Wittem;1729;;
Sliedrecht;2438;;;Sliedrecht;610;;
Slijkenburg;1738;;;Weststellingwerf;98;;
Slijk-Ewijk;1871;;;Overbetuwe;1734;;
Slochteren;1358;;;Slochteren;40;;
Slootdorp;2435;;;Wieringermeer;463;;01-01-2012
Slootdorp;2435;;;Hollands Kroon;1911;01-01-2012;
Sloten;1684;;;Gaasterlân-Sleat;653;;
Sluis;2962;;;Sluis;1714;;
Sluiskil;1135;;;Terneuzen;715;;
Smakt;2334;;;Venray;984;;
Smalle Ee;3288;;;Smallingerland;90;;
Smallebrugge;2420;;;Wymbritseradiel;683;;01-01-2011
Smallebrugge;2420;;;Súdwest Fryslân;1900;01-01-2011;
Smilde;2457;;;Assen;106;;
Smilde;3021;;;Midden-Drenthe;1731;;
Snakkerburen;1200;;;Leeuwarden;80;;
Sneek;2861;;;Sneek;91;;01-01-2011
Sneek;2861;;01-01-2011;Súdwest Fryslân;1900;01-01-2011;
Sneek;3504;01-01-2011;;Súdwest Fryslân;1900;;
Snelrewaard;1912;;;Oudewater;589;;
Snikzwaag;2509;;;Skarsterlân;51;;
Soerendonk;1569;;;Cranendonck;1706;;
Soest;1013;;;Soest;342;;
Soesterberg;1014;;;Soest;342;;
Someren;2745;;;Someren;847;;
Sommelsdijk;3145;;;Middelharnis;559;;
Son;2599;;;Son en Breugel;848;;
Son en Breugel;3520;26-07-2011;;Son en Breugel;848;;
Sondel;1685;;;Gaasterlân-Sleat;653;;
Sonnega;1739;;;Weststellingwerf;98;;
Spaarndam;2642;;05-01-2012;Haarlemmerliede en Spaarnwoude;393;;
Spaarndam;3534;05-01-2012;;Haarlemmerliede en Spaarnwoude;393;;
Spaarndam gem. Haarlem;2908;;;Haarlem;392
Spanbroek;2792;;;Opmeer;432
Spanga;1740;;;Weststellingwerf;98
Spankeren;1505;;;Rheden;275
Spannum;2030;;;Littenseradiel;140
Spaubeek;1671;;;Beek;888
Spier;3022;;;Midden-Drenthe;1731
Spier;3120;;;Westerveld;1701
Spierdijk;1190;;;Koggenland;1598
Spijk;2356;;;Lingewaal;733
Spijk;2980;;;Rijnwaarden;196
Spijk;3241;;;Delfzijl;10
Spijkenisse;3032;;;Spijkenisse;612
Spijkerboor;1180;;;Aa en Hunze;1680
Spijkerboor;2286;;;Wormerland;880
Sprang-Capelle;2596;;;Waalwijk;867
Sprundel;2583;;;Rucphen;840;;
Spui;1136;;;Terneuzen;715;;
St. Willebrord;2584;;;Rucphen;840;;
St.-Annaparochie;3331;;;het Bildt;63;;
St.-Jacobiparochie;3332;;;het Bildt;63;;
Stad aan 't Haringvliet;3146;;;Middelharnis;559;;
Stadskanaal;3074;;;Stadskanaal;37;;
Stampersgat;1247;;;Halderberge;1655;;
Standdaarbuiten;1324;;;Moerdijk;1709;;
Staphorst;1046;;;Staphorst;180;;
Starnmeer;1907;;;Graft-De Rijp;365;;
Starnmeer;3555;24-04-2012;;Graft-de Rijp;365;;
Startenhuizen;3452;;;Loppersum;24;;
Startenhuizen;3481;;;Eemsmond;1651;;
Stavenisse;2075;;;Tholen;716;;
Stavoren;1969;;;Nijefurd;104;;01-01-2011
Stavoren;1969;;;Súdwest Fryslân;1900;01-01-2011
Stedum;3453;;;Loppersum;24;
Steenbergen;1405;;;Steenbergen;851;
Steenbergen;1650;;;Noordenveld;1699;
Steendam;1359;;;Slochteren;40;
Steenderen;1526;;;Bronckhorst;1876;
Steenenkamer;2608;;;Voorst;285;
Steensel;2995;;;Eersel;770;
Steenwijk;2713;;;Steenwijkerland;1708;
Steenwijkerwold;2714;;;Steenwijkerland;1708;
Stegeren;2553;;;Ommen;175;
Steggerda;1741;;;Weststellingwerf;98;
Stein;1913;;;Stein;971;
Stellendam;2933;;;Goedereede;511;
Sterksel;1316;;;Heeze-Leende;1658;
Stevensbeek;2084;;;Sint Anthonis;1702;
Stevensweert;1922;;;Maasgouw;1641
Steyl;1475;;;Venlo;983
Stieltjeskanaal;2163;;;Coevorden;109
Stiens;3230;;;Leeuwarderadeel;81
Stitswerd;3482;;;Eemsmond;1651
Stokkum;2210;;;Montferland;1955
Stolwijk;2388;;;Vlist;623
Stompetoren;1890;;;Schermer;458
Stoutenburg;2639;;;Leusden;327
Stoutenburg Noord;1667;;;Amersfoort;307
Stramproy;1975;;;Weert;988
Streefkerk;1805;;;Liesveld;694
Striep;2620;;;Terschelling;93
Strijbeek;3435;;;Alphen-Chaam;1723
Strijen;2797;;;Strijen;617
Strijensas;2798;;;Strijen;617
Stroe;1059;;;Barneveld;203
Stroobos;3180;;;Achtkarspelen;59
Stuifzand;1819;;;Hoogeveen;118
Stuifzand;3023;;;Midden-Drenthe;1731
Sumar;2453;;;Tytsjerksteradiel;737
Surhuisterveen;3181;;;Achtkarspelen;59
Surhuizum;3182;;;Achtkarspelen;59
Susteren;2045;;;Echt-Susteren;1711
Suwâld;2448;;;Tytsjerksteradiel;737
Swalmen;2283;;;Roermond;957
Sweikhuizen;2104;;;Schinnen;962
Swichum;1204;;;Leeuwarden;80
Swifterbant;2431;;;Dronten;303
Swolgen;1859;;;Horst aan de Maas;1507
t Zandt;3458;;;Loppersum;24
Taarlo;2918;;;Tynaarlo;1730
Teeffelen;3472;;;Oss;828
Teerns;1203;;;Leeuwarden;80
Tegelen;1474;;;Venlo;983
Ten Boer;1829;;;Ten Boer;9
Ten Post;1830;;;Ten Boer;9
Ter Aar;2673;;;Nieuwkoop;569
Ter Aard;2394;;;Assen;106
Ter Apel;2296;;;Vlagtwedde;48
Ter Apelkanaal;2297;;;Vlagtwedde;48
Ter Heijde;2663;;;Westland;1783
Ter Idzard;1742;;;Weststellingwerf;98
Terband;2182;;;Heerenveen;74
Terborg;1577;;;Oude IJsselstreek;1509
Terheijden;2578;;;Drimmelen;1719
Terherne;2537;;;Boarnsterhim;55
Terhole;3096;;;Hulst;677
Terkaple;2510;;;Skarsterlân;51
Termunten;3242;;;Delfzijl;10
Termunterzijl;3243;;;Delfzijl;10
Ternaard;3411;;;Dongeradeel;58
Terneuzen;1137;;;Terneuzen;715
Teroele;2511;;;Skarsterlân;51
Terschuur;1058;;;Barneveld;203
Tersoal;2538;;;Boarnsterhim;55
Terwispel;3355;;;Opsterland;86
Terwolde;2609;;;Voorst;285
Teteringen;1706;;;Breda;758
Teuge;2610;;;Voorst;285
Thesinge;1832;;;Ten Boer;9
Tholen;2071;;;Tholen;716
Thorn;1916;;;Maasgouw;1641
Tiel;2557;;;Tiel;281
Tiendeveen;1820;;;Hoogeveen;118;;
Tiendeveen;3024;;;Midden-Drenthe;1731;;
Tienhoven;2065;;;Maarssen;333;;01-01-2011
Tienhoven;2065;;;Stichtse Vecht;1904;01-01-2011;
Tienhoven;2107;;;Zederik;707;;
Tienray;1860;;;Horst aan de Maas;1507;;
Tijnje;3356;;;Opsterland;86;;
Tilburg;1043;;;Tilburg;855;;
Tilligte;1416;;;Dinkelland;1774;;
Tinallinge;2473;;;Winsum;53;;
Tinte;1211;;;Westvoorne;614;;
Tirns;2421;;;Wymbritseradiel;683;;01-01-2011
Tirns;2421;;;Súdwest Fryslân;1900;01-01-2011;
Tjalhuizum;2422;;;Wymbritseradiel;683;;01-01-2011
Tjalhuizum;2422;;;Súdwest Fryslân;1900;01-01-2011;
Tjalleberd;2184;;;Heerenveen;74;;
Tjerkgaast;2512;;;Skarsterlân;51;;
Tjerkwerd;2324;;;Wûnseradiel;710;;01-01-2011
Tjerkwerd;2324;;;Súdwest Fryslân;1900;01-01-2011;
Tjuchem;1360;;;Slochteren;40;;
Tolbert;2345;;;Leek;22;;
Toldijk;1531;;;Bronckhorst;1876;;
Tolkamer;2981;;;Rijnwaarden;196;;
Tollebeek;1279;;;Noordoostpolder;171;;
Tonden;1110;;;Brummen;213;;
Toornwerd;3454;;;Loppersum;24;;
Tricht;3220;01-06-2010;14-12-2011;Geldermalsen;236;;
Tricht;3531;24-11-2011;;Geldermalsen;236;;
Triemen;3314;;;Kollumerland en Nieuwkruisland;79;;
Tripscompagnie;2276;;;Menterwolde;1987;;
Tubbergen;1294;;;Tubbergen;183;;
Tuil;3366;;;Neerijnen;304;;
Tuitjenhorn;3292;;;Harenkarspel;395
Tuk;2715;;;Steenwijkerland;1708
Tull en 't Waal;2055;;;Houten;321
Twello;2611;;;Voorst;285
Twijzel;3183;;;Achtkarspelen;59
Twijzelerheide;3184;;;Achtkarspelen;59
Twisk;3157;;;Medemblik;420
Tynaarlo;2919;;;Tynaarlo;1730
Tytsjerk;2447;;;Tytsjerksteradiel;737
Tzum;1362;;;Franekeradeel;70
Tzummarum;1377;;;Franekeradeel;70
Ubbena;2395;;;Assen;106
Ubbergen;2879;;;Ubbergen;282
Uddel;2255;;;Apeldoorn;200
Uden;1847;;;Uden;856
Udenhout;1045;;;Tilburg;855
Uffelte;3121;;;Westerveld;1701;;
Ugchelen;2256;;;Apeldoorn;200;;
Uitdam;1947;;;Waterland;852;;
Uitgeest;2755;;;Uitgeest;450;;
Uithoorn;2062;;;Uithoorn;451;;
Uithuizen;3483;;;Eemsmond;1651;;
Uithuizermeeden;3484;;;Eemsmond;1651;;
Uitwellingerga;2423;;;Wymbritseradiel;683;;01-01-2011
Uitwellingerga;2423;;;Súdwest Fryslân;1900;01-01-2011;
Uitwijk;3304;;;Woudrichem;874;;
Ulestraten;1465;;;Meerssen;938;;
Ulft;1580;;;Oude IJsselstreek;1509;;
Ulicoten;2884;;;Baarle-Nassau;744;;
Ulrum;3425;;;De Marne;1663;;
Ulvenhout;1704;;;Breda;758;;
Ulvenhout AC;3436;;;Alphen-Chaam;1723;;
Ureterp;3357;;;Opsterland;86
Urk;2143;;;Urk;184
Urmond;1915;;;Stein;971
Ursem;1191;;;Koggenland;1598
Ursem gem. S;1891;;;Schermer;458
Usquert;3485;;;Eemsmond;1651
Utrecht;3295;;;Utrecht;344
Vaals;1429;;;Vaals;981
Vaassen;1345;;;Epe;232
Valburg;1872;;;Overbetuwe;1734
Valkenburg;1709;;;Katwijk;537
Valkenburg;1718;;;Valkenburg aan de Geul;994
Valkenswaard;1100;;;Valkenswaard;858
Valthe;1800;;;Borger-Odoorn;1681
Valthermond;1801;;;Borger-Odoorn;1681
Varik;3367;;;Neerijnen;304
Varsselder;1582;;;Oude IJsselstreek;1509
Varsseveld;1574;;;Oude IJsselstreek;1509
Vasse;1295;;;Tubbergen;183
Veelerveen;2234;;;Bellingwedde;7
Veen;1956;;;Aalburg;738
Veendam;1240;;;Veendam;47
Veenendaal;2048;;;Veenendaal;345
Veenhuizen;1651;;;Noordenveld;1699
Veeningen;3171;;;De Wolden;1690
Veenklooster;3315;;;Kollumerland en Nieuwkruisland;79
Veenoord;1999;;;Emmen;114
Veere;2783;;;Veere;717
Veessen;2866;;;Heerde;246
Vegelinsoord;2513;;;Skarsterlân;51
Veghel;2827;;;Veghel;860
Velddriel;1631;;;Maasdriel;263
Velden;3142;;;Venlo;983
Veldhoven;1384;;;Veldhoven;861
Velp;1500;;;Rheden;275
Velp;3198;;;Grave;786
Velsen-Noord;2833;;30-01-2012;Velsen;453
Velsen-Noord;3538;16-01-2012;;Velsen;453
Velsen-Zuid;2834;;31-01-2012;Velsen;453
Velsen-Zuid;3536;16-01-2012;;Velsen;453
Velserbroek;2839;;;Velsen;453
Venebrugge;1565;;;Hardenberg;160
Venhorst;3139;;;Boekel;755
Venhuizen;1512;;;Drechterland;498
Venlo;1473;;;Venlo;983
Venray;2335;;;Venray;984
Ven-Zelderheide;2481;;;Gennep;907
Vessem;2996;;;Eersel;770
Vethuizen;2211;;;Montferland;1955
Veulen;2336;;;Venray;984
Vianen;2843;;;Vianen;620
Vianen NB;1455;;;Cuijk;1684
Vierakker;1532;;;Bronckhorst;1876
Vierhouten;2985;;;Nunspeet;302
Vierhuizen;3426;;;De Marne;1663
Vierlingsbeek;1223;;;Boxmeer;756
Vierpolders;2369;;;Brielle;501
Vijfhuizen;1613;;;Haarlemmermeer;394
Vijlen;1431;;;Vaals;981
Vilsteren;2554;;;Ommen;175
Vinkega;1743;;;Weststellingwerf;98
Vinkel;2749;;;Maasdonk;1671
Vinkel;3063;;;Bernheze;1721
Vinkenbuurt;2555;;;Ommen;175
Vinkeveen;1930;;07-02-2012;De Ronde Venen;736
Vinkeveen;3550;07-02-2012;;De Ronde Venen;736
Visvliet;2127;;;Zuidhorn;56
Vlaardingen;1015;;;Vlaardingen;622
Vlagtwedde;2298;;;Vlagtwedde;48
Vledder;3122;;;Westerveld;1701
Vledderveen;3078;;;Stadskanaal;37
Vledderveen;3123;;;Westerveld;1701
Vleuten;3296;;;Utrecht;344
Vlieland;3299;;;Vlieland;96
Vlierden;1775;;;Deurne;762
Vlijmen;3503;;;Heusden;797
Vlissingen;1078;;;Vlissingen;718
Vlist;2389;;;Vlist;623
Vlodrop;2595;;;Roerdalen;1669
Voerendaal;1855;;;Voerendaal;986
Vogelenzang;2651;;;Bloemendaal;377
Vogelwaarde;3095;;;Hulst;677
Volendam;1748;;;Edam-Volendam;385
Volkel;1848;;;Uden;856
Vollenhove;2716;;;Steenwijkerland;1708
Vondelingenplaat Rotterdam;3087;;;Rotterdam;599
Voorburg;1622;;;Leidschendam-Voorburg;1916
Voorhout;2004;;;Teylingen;1525
Voorschoten;3231;;;Voorschoten;626
Voorst;1586;;;Oude IJsselstreek;1509
Voorst;2612;;;Voorst;285
Voorthuizen;1055;;;Barneveld;203
Vorchten;2867;;;Heerde;246
Vorden;1534;;;Bronckhorst;1876
Vorstenbosch;3064;;;Bernheze;1721
Vortum-Mullem;1224;;;Boxmeer;756
Vragender;2226;;;Oost Gelre;1586;;
Vredenheim;1181;;;Aa en Hunze;1680;;
Vredepeel;2337;;;Venray;984;;
Vreeland;2223;;;Loenen;329;;01-01-2011
Vreeland;2223;;04-01-2012;Stichtse Vecht;1904;01-01-2011;
Vreeland;3525;04-01-2012;;Stichtse Vecht;1904;;
Vries;2912;;;Tynaarlo;1730;;
Vriescheloo;2235;;;Bellingwedde;7;;
Vriezenveen;3325;;;Twenterand;1700;;
Vroomshoop;3326;;;Twenterand;1700;;
Vrouwenakker;2672;;;Nieuwkoop;569;;
Vrouwenparochie;3334;;;het Bildt;63;;
Vrouwenpolder;2784;;;Veere;717;;
Vught;1619;;;Vught;865;;
