Woonplaats;Woonplaats code;Ingangsdatum WPL;Einddatum WPL;Gemeente;Gemeente code;Ingangsdatum nieuwe gemeente;Gemeente beeindigd per
Oosterhout;1869;;;Overbetuwe;1734;;
Oosterhout;2956;;;Oosterhout;0826;;
Oosterland;2683;;;Schouwen-Duiveland;1676;;
Oosterleek;1510;;;Drechterland;0498;;
Oosternieland;3477;;;Eemsmond;1651;;
Oosternijkerk;3407;;;Dongeradeel;0058;;
Oosterstreek;1735;;;Weststellingwerf;0098;;
Oosterwijk;2274;;;Leerdam;0545;;
Oosterwijtwerd;3451;;;Loppersum;0024;;
Oosterwolde;1763;;;Ooststellingwerf;0085;;
Oosterwolde Gld;3072;;;Oldebroek;0269;;
Oosterzee;2246;;;Lemsterland;0082;;
Oost-Graftdijk;1906;;;Graft-De Rijp;0365;;
Oosthem;2415;;;Wymbritseradiel;0683;;01-01-2011
Oosthem;2415;;;Súdwest Fryslân;1900;01-01-2011;
Oosthuizen;1841;;;Zeevang;0478;;
Oostkapelle;2781;;;Veere;0717;;
Oostknollendam;2285;;;Wormerland;0880;;
Oostrum;2333;;;Venray;0984;;
Oostrum;3408;;;Dongeradeel;0058;;
Oost-Souburg;1076;;;Vlissingen;0718;;
Oostvoorne;1209;;;Westvoorne;0614;;
Oostwold;1898;;;Oldambt;1895;;
Oostwold;2344;;;Leek;0022;;
Oostwoud;3154;;;Medemblik;0420;;
Oostzaan;2113;;;Oostzaan;0431;;
Ootmarsum;1412;;;Dinkelland;1774;;
Opeinde;3285;;;Smallingerland;0090;;
Opeinde;3524;reservering;;Smallingerland;0090;;
Opende;2180;;;Grootegast;0015;;
Ophemert;3364;;;Neerijnen;0304;;
Opheusden;1098;;;Neder-Betuwe;1740;;
Opijnen;3365;;;Neerijnen;0304;;
Oploo;2082;;;Sint Anthonis;1702;;
Opmeer;2791;;;Opmeer;0432;;
Oppenhuizen;2416;;;Wymbritseradiel;0683;;01-01-2011
Oppenhuizen;2416;;;Súdwest Fryslân;1900;01-01-2011;
Opperdoes;3155;;;Medemblik;0420;;
Oranje;3019;;;Midden-Drenthe;1731;;
Oranjewoud;2189;;;Heerenveen;0074;;
Orvelte;3020;;;Midden-Drenthe;1731;;
Ospel;2038;;;Nederweert;0946;;
Oss;3249;;;Oss;0828;;
Ossendrecht;1002;;;Woensdrecht;0873;;
Ossenisse;3102;;;Hulst;0677;;
Ossenwaard;2842;;;Vianen;0620;;
Ossenzijl;2709;;;Steenwijkerland;1708;;
Oterleek;1888;;;Schermer;0458;;
Otterlo;2767;;;Ede;0228;;
Ottersum;2480;;;Gennep;0907;;
Ottoland;1984;;;Graafstroom;0693;;
Oud Ade;3038;;04-01-2012;Kaag en Braassem;1884;;
Oud Ade;3540;04-01-2012;;Kaag en Braassem;1884;;
Oud Annerveen;1175;;;Aa en Hunze;1680;;
Oud Gastel;1248;;;Halderberge;1655;;
Oud Ootmarsum;1413;;;Dinkelland;1774;;
Oud Zuilen;2066;;;Maarssen;0333;;01-01-2011
Oud Zuilen;2066;;;Stichtse Vecht;1904;01-01-2011;
Oud-Alblas;1985;;;Graafstroom;0693;;
Oud-Beijerland;2793;;;Oud-Beijerland;0584;;
Ouddorp;2932;;;Goedereede;0511;;
Oude Meer;1599;;;Haarlemmermeer;0394;;
Oude Niedorp;2519;;;Niedorp;0412;;01-01-2012
Oude Niedorp;2519;;;Hollands Kroon;1911;01-01-2012;
Oude Pekela;1397;;;Pekela;0765;;
Oude Wetering;3039;;;Kaag en Braassem;1884;;
Oude Willem;3117;;;Westerveld;1701;;
Oudebildtzijl;3328;;;het Bildt;0063;;
Oudega;1680;;;Gaasterlân-Sleat;0653;;
Oudega;2417;;;Wymbritseradiel;0683;;01-01-2011
Oudega;2417;;;Súdwest Fryslân;1900;01-01-2011;
Oudega;3286;;;Smallingerland;0090;;
Oudehaske;2499;;;Skarsterlân;0051;;
Oudehorne;2195;;;Heerenveen;0074;;
Oudelande;1261;;;Borsele;0654;;
Oudemirdum;1681;;;Gaasterlân-Sleat;0653;;
Oudemolen;1320;;;Moerdijk;1709;;
Oudemolen;2917;;;Tynaarlo;1730;;
Oudenbosch;1246;;;Halderberge;1655;;
Oudendijk;1188;;;Koggenland;1598;;
Oudenhoorn;1388;;;Bernisse;0568;;
Ouderkerk aan de Amstel;2129;;;Ouder-Amstel;0437;;
Ouderkerk aan den IJssel;2373;;;Ouderkerk;0644;;
Oudeschans;2233;;;Bellingwedde;0007;;
Oudeschild;2743;;;Texel;0448;;
Oudeschip;3478;;;Eemsmond;1651;;
Oudeschoot;2188;;;Heerenveen;0074;;
Oudesluis;2763;;;Zijpe;0476;;
Oude-Tonge;2134;;;Oostflakkee;0580;;
Oudewater;1910;;;Oudewater;0589;;
Oudezijl;1423;;;Oldambt;1895;;
Oudheusden;3519;01-09-2011;;Heusden;0797;;
Oudkarspel;1119;;;Langedijk;0416;;
Oudkarspel;3290;;;Harenkarspel;0395;;
Oudorp;2350;;;Alkmaar;0361;;
Oud-Vossemeer;2077;;;Tholen;0716;;
Oudwoude;3313;;;Kollumerland en Nieuwkruisland;0079;;
Ouwerkerk;2684;;;Schouwen-Duiveland;1676;;
Ouwsterhaule;2500;;;Skarsterlân;0051;;
Ouwster-Nijega;2501;;;Skarsterlân;0051;;
Overasselt;3496;;;Heumen;0252;;
Overberg;3338;;;Utrechtse Heuvelrug;1581;;
Overdinkel;1715;;;Losser;0168;;
Overlangel;3263;;;Oss;0828;;
Overloon;1220;;;Boxmeer;0756;;
Overschild;1354;;;Slochteren;0040;;
Overslag;1132;;;Terneuzen;0715;;
Overveen;2653;;;Bloemendaal;0377;;
Ovezande;1262;;;Borsele;0654;;
Paasloo;2710;;;Steenwijkerland;1708;;
Paesens;3409;;;Dongeradeel;0058;;
Pannerden;2979;;;Rijnwaarden;0196;;
Panningen;3443;;;Peel en Maas;1894;;
Papekop;1911;;;Oudewater;0589;;
Papendrecht;1477;;;Papendrecht;0590;;
Papenhoven;2818;;;Sittard-Geleen;1883;;
Papenvoort;1176;;;Aa en Hunze;1680;;
Parrega;2319;;;Wûnseradiel;0710;;01-01-2011
Parrega;2319;;;Súdwest Fryslân;1900;01-01-2011;
Paterswolde;2910;;;Tynaarlo;1730;;
Peest;1645;;;Noordenveld;1699;;
Peins;1368;;;Franekeradeel;0070;;
Peize;1646;;;Noordenveld;1699;;
Peperga;1736;;;Weststellingwerf;0098;;
Pernis Rotterdam;3085;;;Rotterdam;0599;;
Persingen;2878;;;Ubbergen;0282;;
Pesse;1818;;;Hoogeveen;0118;;
Pesse;3118;;;Westerveld;1701;;
Petten;2761;;;Zijpe;0476;;
Philippine;1133;;;Terneuzen;0715;;
Piaam;2320;;;Wûnseradiel;0710;;01-01-2011
Piaam;2320;;;Súdwest Fryslân;1900;01-01-2011;
Piershil;2888;;;Korendijk;0588;;
Pieterburen;3423;;;De Marne;1663;;
Pietersbierum;1374;;;Franekeradeel;0070;;
Pieterzijl;2125;;;Zuidhorn;0056;;
Pijnacker;1141;;;Pijnacker-Nootdorp;1926;;
Pingjum;2321;;;Wûnseradiel;0710;;01-01-2011
Pingjum;2321;;;Súdwest Fryslân;1900;01-01-2011;
Plasmolen;2804;;;Mook en Middelaar;0944;;
Poederoijen;2635;;;Zaltbommel;0297;;
Poeldijk;2661;;;Westland;1783;;
Polsbroek;1962;;;Lopik;0331;;
Poortugaal;2363;;;Albrandswaard;0613;;
Poortvliet;2072;;;Tholen;0716;;
Poppenwier;2533;;;Boarnsterhim;0055;;
Posterholt;2593;;;Roerdalen;1669;;
Prinsenbeek;1705;;;Breda;0758;;
Puiflijk;2906;;;Druten;0225;;
Punthorst;1049;;;Staphorst;0180;;
Purmer;1749;;;Edam-Volendam;0385;;
Purmer;1946;;;Waterland;0852;;
Purmerend;3103;;;Purmerend;0439;;
Purmerland;1330;;;Landsmeer;0415;;
Puth;2102;;;Schinnen;0962;;
Putte;1003;;;Woensdrecht;0873;;
Putten;2007;;;Putten;0273;;
Puttershoek;2384;;;Binnenmaas;0585;;
Raalte;1491;;;Raalte;0177;;
Raamsdonk;1752;;;Geertruidenberg;0779;;
Raamsdonksveer;1750;;;Geertruidenberg;0779;;
Raard;3410;;;Dongeradeel;0058;;
Radewijk;1559;;;Hardenberg;0160;;
Radio Kootwijk;2252;;;Apeldoorn;0200;;
Raerd;2534;;;Boarnsterhim;0055;;
Randwijk;1870;;;Overbetuwe;1734;;
Ransdaal;1854;;;Voerendaal;0986;;
Rasquert;2470;;;Winsum;0053;;
Ravenstein;3254;;;Oss;0828;;
Ravenswaaij;3382;;;Buren;0214;;
Ravenswoud;1764;;;Ooststellingwerf;0085;;
Readtsjerk;3272;;;Dantumadiel;1891;;
Reahûs;2028;;;Littenseradiel;0140;;
Reduzum;2535;;;Boarnsterhim;0055;;
Reek;1852;;;Landerd;1685;;
Reeuwijk;2476;;;Reeuwijk;0595;;01-01-2011
Reeuwijk;2476;;;Bodegraven-Reeuwijk;1901;01-01-2011;
Reijmerstok;1227;;;Gulpen-Wittem;1729;;
Reitsum;3209;;;Ferwerderadiel;1722;;
Rekken;1663;;;Berkelland;1859;;
Renesse;2685;;;Schouwen-Duiveland;1676;;
Renkum;2991;;;Renkum;0274;;
Renswoude;2141;;;Renswoude;0339;;
Ressen;3137;;;Lingewaard;1705;;
Retranchement;2970;;;Sluis;1714;;
Reusel;1877;;;Reusel-De Mierden;1667;;
Reutum;1293;;;Tubbergen;0183;;
Reuver;1949;;;Beesel;0889;;
Rha;1528;;;Bronckhorst;1876;;
Rheden;1501;;;Rheden;0275;;
Rhee;2393;;;Assen;0106;;
Rheeze;1560;;;Hardenberg;0160;;
Rheezerveen;1561;;;Hardenberg;0160;;
Rhenen;1399;;;Rhenen;0340;;
Rhenoy;3212;01-06-2010;14-12-2011;Geldermalsen;0236;;
Rhenoy;3528;24-11-2011;;Geldermalsen;0236;;
Rhoon;2362;;;Albrandswaard;0613;;
Ridderkerk;2562;;;Ridderkerk;0597;;
Ried;1370;;;Franekeradeel;0070;;
Riel;2881;;;Goirle;0785;;
Rien;2029;;;Littenseradiel;0140;;
Riethoven;1459;;;Bergeijk;1724;;
Rietmolen;1657;;;Berkelland;1859;;
Rijen;2070;;;Gilze en Rijen;0784;;
Rijkevoort;1221;;;Boxmeer;0756;;
Rijkevoort-De Walsert;2087;;;Sint Anthonis;1702;;
Rijnsaterwoude;3040;;;Kaag en Braassem;1884;;
Rijnsburg;1708;;;Katwijk;0537;;
Rijpwetering;3041;;;Kaag en Braassem;1884;;
Rijpwetering;3546;04-01-2012;;Kaag en Braassem;1884;;
Rijs;1682;;;Gaasterlân-Sleat;0653;;
Rijsbergen;3490;;;Zundert;0879;;
Rijsenhout;1601;;;Haarlemmermeer;0394;;
Rijssen;1566;;;Rijssen-Holten;1742;;
Rijswijk;2459;;;Rijswijk;0603;;
Rijswijk;3303;;;Woudrichem;0874;;
Rijswijk (GLD);3383;;;Buren;0214;;
Rilland;3465;;;Reimerswaal;0703;;
Rinsumageast;3270;;;Dantumadiel;1891;;
Ritthem;1077;;;Vlissingen;0718;;
Rockanje;1210;;;Westvoorne;0614;;
Roden;1647;;;Noordenveld;1699;;
Roderesch;1648;;;Noordenveld;1699;;
Roderwolde;1649;;;Noordenveld;1699;;
Roelofarendsveen;3042;;;Kaag en Braassem;1884;;
Roermond;2281;;;Roermond;0957;;
Rogat;1084;;;Meppel;0119;;
Roggel;2955;;;Leudal;1640;;
Rohel;2502;;;Skarsterlân;0051;;
Rolde;1177;;;Aa en Hunze;1680;;
Roodeschool;3479;;;Eemsmond;1651;;
Roosendaal;1588;;;Roosendaal;1674;;
Roosteren;2046;;;Echt-Susteren;1711;;
Rosmalen;1596;;;'s-Hertogenbosch;0796;;
Rossum;1414;;;Dinkelland;1774;;
Rossum;1630;;;Maasdriel;0263;;
Roswinkel;1997;;;Emmen;0114;;
Rotstergaast;2503;;;Skarsterlân;0051;;
Rotsterhaule;2504;;;Skarsterlân;0051;;
Rotterdam;3086;;;Rotterdam;0599;;
Rotterdam-Albrandswaard;2364;;;Albrandswaard;0613;;
Rottevalle;3287;;;Smallingerland;0090;;
Rottum;2505;;;Skarsterlân;0051;;
Rottum;3480;;;Eemsmond;1651;;
Rouveen;1047;;;Staphorst;0180;;
Rozenburg;1598;;;Haarlemmermeer;0394;;
Rozenburg;2437;;;Rotterdam;0599;;
Rozendaal;2927;;;Rozendaal;0277;;
Rucphen;2581;;;Rucphen;0840;;
Ruigahuizen;1683;;;Gaasterlân-Sleat;0653;;
Ruinen;3119;;;Westerveld;1701;;
Ruinen;3169;;;De Wolden;1690;;
Ruinerwold;3170;;;De Wolden;1690;;
Rumpt;3215;;;Geldermalsen;0236;;
Rutten;1282;;;Noordoostpolder;0171;;
Ruurlo;1658;;;Berkelland;1859;;
Ryptsjerk;2445;;;Tytsjerksteradiel;0737;;
's Gravenmoer;2800;;;Dongen;0766;;
Saaksum;2126;;;Zuidhorn;0056;;
Saasveld;1415;;;Dinkelland;1774;;
Saaxumhuizen;2471;;;Winsum;0053;;
Sambeek;1222;;;Boxmeer;0756;;
Sandfirden;2418;;;Wymbritseradiel;0683;;01-01-2011
Sandfirden;2418;;;Súdwest Fryslân;1900;01-01-2011;
Santpoort-Noord;2837;;;Velsen;0453;;
Santpoort-Zuid;2838;;;Velsen;0453;;
Sappemeer;1021;;;Hoogezand-Sappemeer;0018;;
Sas van Gent;1134;;;Terneuzen;0715;;
Sassenheim;2003;;;Teylingen;1525;;
Sauwerd;2472;;;Winsum;0053;;
Schagen;2460;;;Schagen;0441;;
Schagerbrug;2756;;;Zijpe;0476;;
Schaijk;1851;;;Landerd;1685;;
Schalkhaar;2860;;;Deventer;0150;;
Schalkwijk;2056;;;Houten;0321;;
Schalsum;1369;;;Franekeradeel;0070;;
Schardam;1842;;;Zeevang;0478;;
Scharendijke;2686;;;Schouwen-Duiveland;1676;;
Scharmer;1355;;;Slochteren;0040;;
Scharnegoutum;2419;;;Wymbritseradiel;0683;;01-01-2011
Scharnegoutum;2419;;;Súdwest Fryslân;1900;01-01-2011;
Scharsterbrug;2506;;;Skarsterlân;0051;;
Scharwoude;1189;;;Koggenland;1598;;
Scheemda;1893;;;Oldambt;1895;;
Scheerwolde;2711;;;Steenwijkerland;1708;;
Schellinkhout;1511;;;Drechterland;0498;;
Schelluinen;1437;;;Giessenlanden;0689;;
Schermerhorn;1889;;;Schermer;0458;;
Scherpenisse;2073;;;Tholen;0716;;
Scherpenzeel;1737;;;Weststellingwerf;0098;;
Scherpenzeel;2135;;;Scherpenzeel;0279;;
Schettens;2322;;;Wûnseradiel;0710;;01-01-2011
Schettens;2322;;;Súdwest Fryslân;1900;01-01-2011;
Scheulder;1697;;;Margraten;0936;;01-01-2011
Scheulder;1697;;;Eijsden-Margraten;1903;01-01-2011;
Schiedam;1935;;;Schiedam;0606;;
Schiermonnikoog;2428;;;Schiermonnikoog;0088;;
Schijf;2582;;;Rucphen;0840;;
Schijndel;2139;;;Schijndel;0844;;
Schildwolde;1356;;;Slochteren;0040;;
Schimmert;2360;;;Nuth;0951;;
Schin op Geul;1717;;;Valkenburg aan de Geul;0994;;
Schinnen;2103;;;Schinnen;0962;;
Schinveld;2848;;;Onderbanken;0881;;
Schipborg;1178;;;Aa en Hunze;1680;;
Schiphol;1618;;;Haarlemmermeer;0394;;
Schiphol-Rijk;1604;;;Haarlemmermeer;0394;;
Schipluiden;2805;;;Midden-Delfland;1842;;
Schokland;1277;;;Noordoostpolder;0171;;
Schoondijke;2971;;;Sluis;1714;;
Schoonebeek;1998;;;Emmen;0114;;
Schoonhoven;2390;;;Schoonhoven;0608;;
Schoonloo;1179;;;Aa en Hunze;1680;;
Schoonoord;2161;;;Coevorden;0109;;
Schoonrewoerd;2272;;;Leerdam;0545;;
Schoorl;3045;;;Bergen (NH);0373;;
Schore;1469;;;Kapelle;0678;;
Schouwerzijl;3424;;;De Marne;1663;;
Schraard;2323;;;Wûnseradiel;0710;;01-01-2011
Schraard;2323;;;Súdwest Fryslân;1900;01-01-2011;
Schuinesloot;1562;;;Hardenberg;0160;;
Sebaldeburen;2181;;;Grootegast;0015;;
Sellingen;2295;;;Vlagtwedde;0048;;
Serooskerke;2687;;;Schouwen-Duiveland;1676;;
Serooskerke;2782;;;Veere;0717;;
Sevenum;1515;;;Horst aan de Maas;1507;;
Sexbierum;1373;;;Franekeradeel;0070;;
's-Graveland;3000;;;Wijdemeren;1696;;
's-Gravendeel;2380;;;Binnenmaas;0585;;
's-Gravenhage;1245;;;'s-Gravenhage;0518;;
's-Gravenpolder;1263;;;Borsele;0654;;
's-Gravenzande;2662;;;Westland;1783;;
's-Heer Abtskerke;1264;;;Borsele;0654;;
's-Heer Arendskerke;1822;;;Goes;0664;;
's-Heer Hendrikskinderen;1823;;;Goes;0664;;
's-Heerenberg;2206;;;Montferland;1955;;
's-Heerenbroek;2899;;;Kampen;0166;;
's-Heerenhoek;1265;;;Borsele;0654;;
's-Hertogenbosch;1595;;;'s-Hertogenbosch;0796;;
Sibculo;1563;;;Hardenberg;0160;;
Sibculo;3324;;;Twenterand;1700;;
Sibrandabuorren;2536;;;Boarnsterhim;0055;;
Sibrandahûs;3274;;;Dantumadiel;1891;;
Siddeburen;1357;;;Slochteren;0040;;
Siebengewald;1123;;;Bergen (L);0893;;
Siegerswoude;3354;;;Opsterland;0086;;
Sijbekarspel;3156;;;Medemblik;0420;;
Silvolde;1578;;;Oude IJsselstreek;1509;;
Simonshaven;1389;;;Bernisse;0568;;
Simpelveld;3065;;;Simpelveld;0965;;
Sinderen;1579;;;Oude IJsselstreek;1509;;
Sint Agatha;1454;;;Cuijk;1684;;
Sint Annen;1834;;;Ten Boer;0009;;
Sint Anthonis;2083;;;Sint Anthonis;1702;;
Sint Geertruid;1698;;;Margraten;0936;;01-01-2011
Sint Geertruid;1698;;;Eijsden-Margraten;1903;01-01-2011;
Sint Hubert;1977;;;Mill en Sint Hubert;0815;;
Sint Jansklooster;2712;;;Steenwijkerland;1708;;
Sint Jansteen;3089;;;Hulst;0677;;
Sint Joost;2044;;;Echt-Susteren;1711;;
Sint Kruis;2973;;;Sluis;1714;;
Sint Maarten;3291;;;Harenkarspel;0395;;
Sint Maartensbrug;2759;;;Zijpe;0476;;
Sint Maartensvlotbrug;2760;;;Zijpe;0476;;
Sint Nicolaasga;2507;;;Skarsterlân;0051;;
Sint Odiliënberg;2594;;;Roerdalen;1669;;
Sint Pancras;1115;;;Langedijk;0416;;
Sint Philipsland;2078;;;Tholen;0716;;
Sint-Annaland;2076;;;Tholen;0716;;
Sintjohannesga;2508;;;Skarsterlân;0051;;
Sint-Maartensdijk;2074;;;Tholen;0716;;
Sint-Michielsgestel;2060;;;Sint-Michielsgestel;0845;;
Sint-Oedenrode;2787;;;Sint-Oedenrode;0846;;
Sirjansland;2688;;;Schouwen-Duiveland;1676;;
Sittard;2819;;10-05-2011;Sittard-Geleen;1883;;
Sittard;3512;01-01-2011;;Sittard-Geleen;1883;;
Skingen;2732;;;Menaldumadeel;0083;;01-01-2011
Skingen;2732;;;Menameradiel;1908;01-01-2011;
Slagharen;1564;;;Hardenberg;0160;;
Slappeterp;2733;;;Menaldumadeel;0083;;01-01-2011
Slappeterp;2733;;;Menameradiel;1908;01-01-2011;
Sleen;2162;;;Coevorden;0109;;
Sleeuwijk;2217;;;Werkendam;0870;;
Slenaken;1229;;;Gulpen-Wittem;1729;;
Sliedrecht;2438;;;Sliedrecht;0610;;
Slijkenburg;1738;;;Weststellingwerf;0098;;
Slijk-Ewijk;1871;;;Overbetuwe;1734;;
Slochteren;1358;;;Slochteren;0040;;
Slootdorp;2435;;;Wieringermeer;0463;;01-01-2012
Slootdorp;2435;;;Hollands Kroon;1911;01-01-2012;
Sloten;1684;;;Gaasterlân-Sleat;0653;;
Sluis;2962;;;Sluis;1714;;
Sluiskil;1135;;;Terneuzen;0715;;
Smakt;2334;;;Venray;0984;;
Smalle Ee;3288;;;Smallingerland;0090;;
Smallebrugge;2420;;;Wymbritseradiel;0683;;01-01-2011
Smallebrugge;2420;;;Súdwest Fryslân;1900;01-01-2011;
Smilde;2457;;;Assen;0106;;
Smilde;3021;;;Midden-Drenthe;1731;;
Snakkerburen;1200;;;Leeuwarden;0080;;
Sneek;2861;;;Sneek;0091;;01-01-2011
Sneek;2861;;01-01-2011;Súdwest Fryslân;1900;01-01-2011;
Sneek;3504;01-01-2011;;Súdwest Fryslân;1900;;
Snelrewaard;1912;;;Oudewater;0589;;
Snikzwaag;2509;;;Skarsterlân;0051;;
Soerendonk;1569;;;Cranendonck;1706;;
Soest;1013;;;Soest;0342;;
Soesterberg;1014;;;Soest;0342;;
Someren;2745;;;Someren;0847;;
Sommelsdijk;3145;;;Middelharnis;0559;;
Son;2599;;;Son en Breugel;0848;;
Son en Breugel;3520;26-07-2011;;Son en Breugel;0848;;
Sondel;1685;;;Gaasterlân-Sleat;0653;;
Sonnega;1739;;;Weststellingwerf;0098;;
Spaarndam;2642;;05-01-2012;Haarlemmerliede en Spaarnwoude;0393;;
Spaarndam;3534;05-01-2012;;Haarlemmerliede en Spaarnwoude;0393;;
Spaarndam gem. Haarlem;2908;;;Haarlem;0392;;
Spanbroek;2792;;;Opmeer;0432;;
Spanga;1740;;;Weststellingwerf;0098;;
Spankeren;1505;;;Rheden;0275;;
Spannum;2030;;;Littenseradiel;0140;;
Spaubeek;1671;;;Beek;0888;;
Spier;3022;;;Midden-Drenthe;1731;;
Spier;3120;;;Westerveld;1701;;
Spierdijk;1190;;;Koggenland;1598;;
Spijk;2356;;;Lingewaal;0733;;
Spijk;2980;;;Rijnwaarden;0196;;
Spijk;3241;;;Delfzijl;0010;;
Spijkenisse;3032;;;Spijkenisse;0612;;
Spijkerboor;1180;;;Aa en Hunze;1680;;
Spijkerboor;2286;;;Wormerland;0880;;
Sprang-Capelle;2596;;;Waalwijk;0867;;
Sprundel;2583;;;Rucphen;0840;;
Spui;1136;;;Terneuzen;0715;;
St. Willebrord;2584;;;Rucphen;0840;;
St.-Annaparochie;3331;;;het Bildt;0063;;
St.-Jacobiparochie;3332;;;het Bildt;0063;;
Stad aan 't Haringvliet;3146;;;Middelharnis;0559;;
Stadskanaal;3074;;;Stadskanaal;0037;;
Stampersgat;1247;;;Halderberge;1655;;
Standdaarbuiten;1324;;;Moerdijk;1709;;
Staphorst;1046;;;Staphorst;0180;;
Starnmeer;1907;;;Graft-De Rijp;0365;;
Startenhuizen;3452;;;Loppersum;0024;;
Startenhuizen;3481;;;Eemsmond;1651;;
Stavenisse;2075;;;Tholen;0716;;
Stavoren;1969;;;Nijefurd;0104;;01-01-2011
Stavoren;1969;;;Súdwest Fryslân;1900;01-01-2011;
Stedum;3453;;;Loppersum;0024;;
Steenbergen;1405;;;Steenbergen;0851;;
Steenbergen;1650;;;Noordenveld;1699;;
Steendam;1359;;;Slochteren;0040;;
Steenderen;1526;;;Bronckhorst;1876;;
Steenenkamer;2608;;;Voorst;0285;;
Steensel;2995;;;Eersel;0770;;
Steenwijk;2713;;;Steenwijkerland;1708;;
Steenwijkerwold;2714;;;Steenwijkerland;1708;;
Stegeren;2553;;;Ommen;0175;;
Steggerda;1741;;;Weststellingwerf;0098;;
Stein;1913;;;Stein;0971;;
Stellendam;2933;;;Goedereede;0511;;
Sterksel;1316;;;Heeze-Leende;1658;;
Stevensbeek;2084;;;Sint Anthonis;1702;;
Stevensweert;1922;;;Maasgouw;1641;;
Steyl;1475;;;Venlo;0983;;
Stieltjeskanaal;2163;;;Coevorden;0109;;
Stiens;3230;;;Leeuwarderadeel;0081;;
Stitswerd;3482;;;Eemsmond;1651;;
Stokkum;2210;;;Montferland;1955;;
Stolwijk;2388;;;Vlist;0623;;
Stompetoren;1890;;;Schermer;0458;;
Stoutenburg;2639;;;Leusden;0327;;
Stoutenburg Noord;1667;;;Amersfoort;0307;;
Stramproy;1975;;;Weert;0988;;
Streefkerk;1805;;;Liesveld;0694;;
Striep;2620;;;Terschelling;0093;;
Strijbeek;3435;;;Alphen-Chaam;1723;;
Strijen;2797;;;Strijen;0617;;
Strijensas;2798;;;Strijen;0617;;
Stroe;1059;;;Barneveld;0203;;
Stroobos;3180;;;Achtkarspelen;0059;;
Stuifzand;1819;;;Hoogeveen;0118;;
Stuifzand;3023;;;Midden-Drenthe;1731;;
Sumar;2453;;;Tytsjerksteradiel;0737;;
Surhuisterveen;3181;;;Achtkarspelen;0059;;
Surhuizum;3182;;;Achtkarspelen;0059;;
Susteren;2045;;;Echt-Susteren;1711;;
Suwâld;2448;;;Tytsjerksteradiel;0737;;
Swalmen;2283;;;Roermond;0957;;
Sweikhuizen;2104;;;Schinnen;0962;;
Swichum;1204;;;Leeuwarden;0080;;
Swifterbant;2431;;;Dronten;0303;;
Swolgen;1859;;;Horst aan de Maas;1507;;
t Zandt;3458;;;Loppersum;0024;;
Taarlo;2918;;;Tynaarlo;1730;;
Teeffelen;3472;;;Oss;0828;;
Teerns;1203;;;Leeuwarden;0080;;
Tegelen;1474;;;Venlo;0983;;
Ten Boer;1829;;;Ten Boer;0009;;
Ten Post;1830;;;Ten Boer;0009;;
Ter Aar;2673;;;Nieuwkoop;0569;;
Ter Aard;2394;;;Assen;0106;;
Ter Apel;2296;;;Vlagtwedde;0048;;
Ter Apelkanaal;2297;;;Vlagtwedde;0048;;
Ter Heijde;2663;;;Westland;1783;;
Ter Idzard;1742;;;Weststellingwerf;0098;;
Terband;2182;;;Heerenveen;0074;;
Terborg;1577;;;Oude IJsselstreek;1509;;
Terheijden;2578;;;Drimmelen;1719;;
Terherne;2537;;;Boarnsterhim;0055;;
Terhole;3096;;;Hulst;0677;;
Terkaple;2510;;;Skarsterlân;0051;;
Termunten;3242;;;Delfzijl;0010;;
Termunterzijl;3243;;;Delfzijl;0010;;
Ternaard;3411;;;Dongeradeel;0058;;
Terneuzen;1137;;;Terneuzen;0715;;
Teroele;2511;;;Skarsterlân;0051;;
Terschuur;1058;;;Barneveld;0203;;
Tersoal;2538;;;Boarnsterhim;0055;;
Terwispel;3355;;;Opsterland;0086;;
Terwolde;2609;;;Voorst;0285;;
Teteringen;1706;;;Breda;0758;;
Teuge;2610;;;Voorst;0285;;
Thesinge;1832;;;Ten Boer;0009;;
Tholen;2071;;;Tholen;0716;;
Thorn;1916;;;Maasgouw;1641;;
Tiel;2557;;;Tiel;0281;;
Tiendeveen;1820;;;Hoogeveen;0118;;
Tiendeveen;3024;;;Midden-Drenthe;1731;;
Tienhoven;2065;;;Maarssen;0333;;01-01-2011
Tienhoven;2065;;;Stichtse Vecht;1904;01-01-2011;
Tienhoven;2107;;;Zederik;0707;;
Tienray;1860;;;Horst aan de Maas;1507;;
Tijnje;3356;;;Opsterland;0086;;
Tilburg;1043;;;Tilburg;0855;;
Tilligte;1416;;;Dinkelland;1774;;
Tinallinge;2473;;;Winsum;0053;;
Tinte;1211;;;Westvoorne;0614;;
Tirns;2421;;;Wymbritseradiel;0683;;01-01-2011
Tirns;2421;;;Súdwest Fryslân;1900;01-01-2011;
Tjalhuizum;2422;;;Wymbritseradiel;0683;;01-01-2011
Tjalhuizum;2422;;;Súdwest Fryslân;1900;01-01-2011;
Tjalleberd;2184;;;Heerenveen;0074;;
Tjerkgaast;2512;;;Skarsterlân;0051;;
Tjerkwerd;2324;;;Wûnseradiel;0710;;01-01-2011
Tjerkwerd;2324;;;Súdwest Fryslân;1900;01-01-2011;
Tjuchem;1360;;;Slochteren;0040;;
Tolbert;2345;;;Leek;0022;;
Toldijk;1531;;;Bronckhorst;1876;;
Tolkamer;2981;;;Rijnwaarden;0196;;
Tollebeek;1279;;;Noordoostpolder;0171;;
Tonden;1110;;;Brummen;0213;;
